City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,takoradi,4.8845,-1.7554,28.27,69,18,3.8,GH,1730645278
364,mawu,34.4307,104.9176,4.17,68,100,1.44,CN,1730645279
365,severo-yeniseyskiy,60.3725,93.0408,-8.66,91,75,2.29,RU,1730645280
366,arauquita,7.0292,-71.4281,32.75,47,91,1.21,CO,1730645281
367,manokwari,-0.8667,134.0833,26.37,78,100,2.17,ID,1730645282
368,constitucion,-35.3333,-72.4167,14.47,57,100,3.35,CL,1730645283
369,kavalerovo,44.2661,135.0572,1.03,99,100,0.94,RU,1730645285
370,rikaze,29.25,88.8833,10.47,33,100,3.21,CN,1730645286
371,sabang,5.8933,95.3214,28.16,77,100,4.88,ID,1730645288
372,ariquemes,-9.9133,-63.0408,36.37,43,99,0.26,BR,1730645112
373,patong,7.8961,98.2966,30.01,85,100,3.82,TH,1730645290
374,talnakh,69.4865,88.3972,-12.14,86,95,4.14,RU,1730645293
375,lumphat,13.4878,106.9816,23.3,92,100,1.42,KH,1730645294
376,jiazi,22.8779,116.067,22.73,78,72,6.89,CN,1730645295
377,barah,13.7,30.3667,32.2,15,1,4.99,SD,1730645297
378,kousa,25.9141,32.7636,28.05,24,0,4.28,EG,1730645298
379,sal rei,16.1833,-22.9167,29.11,65,20,9.77,CV,1730645299
380,geraldton,-28.7667,114.6,18.23,77,100,7.2,AU,1730645300
381,mckeesport,40.3479,-79.8642,11.34,62,57,3.09,US,1730645301
382,montrose,38.4166,-108.2673,-2.17,75,100,2.86,US,1730645304
383,al qusiyah,27.4402,30.8184,24.85,33,19,4.92,EG,1730645305
384,buka,40.8108,69.1986,17.27,38,6,1.33,UZ,1730645307
385,mili,6.0815,171.735,25.99,84,100,3.72,MH,1730645308
386,progreso,21.2833,-89.6667,27.59,68,9,4.69,MX,1730645309
387,turinsk,58.0458,63.696,-1.96,64,100,9.6,RU,1730645310
388,maintirano,-18.0667,44.0167,27.18,77,1,2.64,MG,1730645311
389,knyaze-volkonskoye,48.4642,135.4567,-2.81,64,100,1.71,RU,1730645312
390,luganville,-15.5333,167.1667,25.11,87,100,3.43,VU,1730645313
391,parnarama,-5.6817,-43.0933,39.6,24,9,2.33,BR,1730645315
392,horta,38.5333,-28.6333,21.68,78,40,7.2,PT,1730645316
393,inirida,3.8653,-67.9239,31.05,60,100,1.58,CO,1730645317
394,tvoroyri,61.5556,-6.8111,10.35,94,100,8.38,FO,1730645318
395,camayenne,9.535,-13.6878,31.05,74,75,4.12,GN,1730645319
396,noumea,-22.2763,166.4572,20.57,81,100,0.89,NC,1730645320
397,kristiansund,63.1115,7.732,8.4,93,75,2.06,NO,1730645321
398,abaete,-19.16,-45.4458,21.21,89,100,0.48,BR,1730645116
399,moama,-36.1167,144.7833,14.99,61,100,2.89,AU,1730645323
400,touros,-5.1989,-35.4608,29.28,53,55,7.56,BR,1730645324
401,taoudenni,22.6783,-3.9836,36.34,8,0,2.53,ML,1730645325
402,badger,64.8,-147.5333,-6.12,84,0,2.57,US,1730645328
403,bela,25.9333,81.9833,25.28,35,0,1.15,IN,1730645329
404,kirakira,-10.4544,161.9205,25.81,88,100,1.93,SB,1730645330
405,zaozersk,69.4005,32.4476,-0.71,85,100,9.85,RU,1730645331
406,hailey,43.5196,-114.3153,-1.08,64,0,1.54,US,1730645332
407,prainha,-1.8,-53.48,34.86,42,2,2.64,BR,1730645333
408,shingu,33.7333,135.9833,15.83,74,4,2.75,JP,1730645334
409,ingeniero jacobacci,-41.3427,-69.5448,16.88,15,99,14.68,AR,1730645335
410,popondetta,-8.7537,148.2534,23.06,91,51,1.27,PG,1730645336
411,island harbour,50.724,-1.2758,13.34,66,100,2.68,GB,1730645337
412,kerikeri,-35.2268,173.9474,5.51,86,0,2.08,NZ,1730645339
413,villa gesell,-37.2639,-56.973,15.35,64,9,7.58,AR,1730645340
414,huadian,42.9633,126.7478,6.24,90,84,3.7,CN,1730645341
415,guarapari,-20.6667,-40.4975,25.5,76,100,5.73,BR,1730645342
416,miri,4.4148,114.0089,26.08,94,40,0.0,MY,1730645208
417,marco island,25.9363,-81.7157,26.11,77,0,7.18,US,1730645344
418,alofi,-19.0595,-169.9187,22.94,94,40,3.09,NU,1730645346
419,sinop,41.7711,34.8709,4.63,93,100,1.97,TR,1730645347
420,abatskoye,56.2875,70.4555,0.95,58,41,8.03,RU,1730645349
421,taulaga,-11.0553,-171.0883,27.51,78,91,1.65,AS,1730645350
422,baruun-urt,46.6806,113.2792,-7.14,88,9,2.38,MN,1730645351
423,sisimiut,66.9395,-53.6735,-6.27,74,2,4.77,GL,1730645352
424,hirara,24.8,125.2833,25.92,83,40,4.63,JP,1730645354
425,neryungri,56.6709,124.6491,-14.05,98,99,0.91,RU,1730645355
426,dapa,9.7594,126.0531,26.57,84,100,2.28,PH,1730645356
427,guozhen,34.3659,107.359,12.76,71,39,2.07,CN,1730645357
428,tozkhurmato,34.8905,44.6299,19.03,86,99,4.86,IQ,1730645358
429,palmerston north,-40.35,175.6167,2.21,89,29,1.11,NZ,1730645359
430,elva,58.2225,26.4211,4.08,100,100,5.14,EE,1730645360
431,port alfred,-33.5906,26.891,21.21,83,93,0.89,ZA,1730645361
432,shakawe,-18.3667,21.85,32.91,26,55,2.23,BW,1730645362
433,annotto bay,18.2717,-76.7652,26.99,86,55,3.7,JM,1730645363
434,thinadhoo,0.5333,72.9333,27.89,70,96,5.89,MV,1730645364
435,santa vitoria do palmar,-33.5189,-53.3681,20.05,86,100,5.82,BR,1730645366
436,katsuura,35.1333,140.3,17.4,69,0,4.38,JP,1730645367
437,barra de santo antonio,-9.4047,-35.5072,27.53,57,14,4.87,BR,1730645368
438,valley city,46.9233,-98.0032,8.29,100,100,5.66,US,1730645118
439,tabuk,17.4189,121.4443,23.13,92,29,1.76,PH,1730645370
440,palmas,-10.2128,-48.3603,31.93,51,40,4.63,BR,1730645105
441,ambon,-3.6954,128.1814,30.13,100,100,3.95,ID,1730645372
442,ulsteinvik,62.3432,5.8487,9.5,94,100,0.45,NO,1730645373
443,jinghong,21.991,100.7341,20.97,72,37,0.45,CN,1730645374
444,ardakan,32.31,54.0175,25.46,25,46,3.95,IR,1730645375
445,sirte,31.2089,16.5887,22.64,56,8,4.92,LY,1730645377
446,thabazimbi,-24.5917,27.4116,37.41,12,33,4.68,ZA,1730645379
447,vila velha,-20.3297,-40.2925,27.97,81,40,4.63,BR,1730645159
448,gaspe,48.8334,-64.4819,3.12,56,20,4.63,CA,1730645381
449,gaillimh,53.2719,-9.0489,13.79,70,100,2.69,IE,1730645382
450,kolwezi,-10.7148,25.4667,21.13,80,99,2.51,CD,1730645383
451,bhatpara abhaynagar,23.0153,89.4432,24.88,70,0,0.39,BD,1730645384
452,nueva gerona,21.8833,-82.8,26.93,70,5,8.4,CU,1730645386
453,kindu,-2.95,25.95,24.46,94,100,0.71,CD,1730645385
454,yamada,39.4667,141.95,7.37,80,18,2.74,JP,1730645388
455,hassan,13.0006,76.0994,21.21,80,22,1.81,IN,1730645389
456,slavyanka,42.8633,131.3847,7.65,82,98,4.68,RU,1730645390
457,ketchikan,55.3422,-131.6461,7.65,87,40,2.57,US,1730645391
458,porto novo,6.4965,2.6036,31.9,65,92,2.68,BJ,1730645392
459,aykol,38.1751,77.2132,13.03,31,54,1.93,CN,1730645393
460,yuzhno-kurilsk,44.0306,145.8556,5.95,83,80,2.44,RU,1730645395
461,muynoq,43.7683,59.0214,15.86,60,80,3.39,UZ,1730645396
462,acarau,-2.8856,-40.12,31.31,52,55,10.68,BR,1730645115
463,kohima,25.6667,94.1167,15.43,88,3,1.75,IN,1730645398
464,sola,-13.8833,167.55,26.61,81,97,9.72,VU,1730645399
465,vengerovo,55.6848,76.7471,10.14,80,100,9.36,RU,1730645400
466,calama,-22.4667,-68.9333,19.27,12,0,3.09,CL,1730645047
467,holualoa,19.6228,-155.9522,20.46,97,100,1.74,US,1730645402
468,gornopravdinsk,60.05,69.9,-1.25,73,100,7.98,RU,1730645403
469,rongelap,11.1635,166.8941,28.4,75,100,4.02,MH,1730645404
470,viseu,40.661,-7.9097,21.59,42,24,2.78,PT,1730645406
471,denizciler,36.6495,36.2296,20.78,71,100,0.35,TR,1730645407
472,duobao,30.67,112.6895,19.55,49,7,1.66,CN,1730645408
473,jijiga,9.35,42.8,20.12,44,3,4.83,ET,1730645409
474,berber,18.0216,33.983,30.6,12,2,5.44,SD,1730645410
475,dymer,50.7865,30.3026,4.59,50,100,5.12,UA,1730645411
476,boise,43.6135,-116.2035,2.23,94,20,2.06,US,1730645198
477,kawalu,-7.3817,108.2082,23.47,91,100,0.31,ID,1730645413
478,aldama,22.9167,-98.0667,25.77,77,23,4.07,MX,1730645149
479,bel ombre,-4.6167,55.4167,27.91,74,20,2.06,SC,1730645415
480,rio gallegos,-51.6226,-69.2181,16.03,39,0,10.8,AR,1730645416
481,zelenoborskiy,66.845,32.3622,-3.74,75,46,3.57,RU,1730645418
482,vilhena,-12.7406,-60.1458,27.12,69,75,3.09,BR,1730645417
483,aleg,17.0481,-13.9209,38.3,13,1,2.81,MR,1730645420
484,aykhal,66.0,111.5,-24.29,100,70,1.69,RU,1730645421
485,mumford,5.2618,-0.759,27.87,70,19,4.5,GH,1730645422
486,valparaiso,-33.0393,-71.6273,21.37,60,0,2.06,CL,1730645210
487,atlantis,-33.5667,18.4834,16.98,67,100,6.22,ZA,1730645425
488,anchorage,61.2181,-149.9003,1.63,90,75,1.54,US,1730645100
489,nykvarn,59.8,18.3,11.99,61,100,7.35,SE,1730645427
490,sumbawa besar,-8.5,117.4333,24.97,91,90,1.2,ID,1730645428
491,port augusta,-32.5,137.7667,16.27,71,93,8.26,AU,1730645429
492,fort mcmurray,56.7268,-111.381,-1.23,93,100,2.57,CA,1730645430
493,zunyi,27.6867,106.9072,18.27,80,99,2.16,CN,1730645432
494,tateyama,34.9833,139.8667,18.05,68,0,4.15,JP,1730645433
495,faya-largeau,17.9257,19.1043,29.71,16,47,7.89,TD,1730645434
496,chudovo,59.1167,31.6833,0.84,98,100,2.33,RU,1730645436
497,vernon,50.2581,-119.2691,2.74,94,61,0.89,CA,1730645437
498,san pedro,14.35,121.0167,27.57,88,75,1.34,PH,1730645439
499,praia da vitoria,38.7333,-27.0667,22.14,78,40,8.0,PT,1730645440
500,revda,56.801,59.9303,-4.05,68,100,8.76,RU,1730645441
501,fria,10.4167,-13.5833,33.55,42,67,1.34,GN,1730645442
502,saint-die-des-vosges,48.2833,6.95,13.42,72,38,1.19,FR,1730645443
503,choele choel,-39.2667,-65.6833,23.87,18,100,12.37,AR,1730645444
504,bria,6.5423,21.9863,27.42,73,99,1.07,CF,1730645445
505,toliara,-23.35,43.6667,26.64,75,0,3.99,MG,1730645446
506,bardai,11.65,7.2333,29.6,15,83,4.97,NG,1730645447
507,chapada dos guimaraes,-15.4606,-55.7497,26.32,62,95,1.72,BR,1730645417
508,ivanteyevka,55.9711,37.9208,0.67,73,100,0.45,RU,1730645450
509,antsiranana,-12.2787,49.2917,30.42,54,20,5.14,MG,1730645451
510,parnu,58.3859,24.4971,9.05,87,100,6.69,EE,1730645452
511,kamyshin,50.0983,45.416,2.25,43,100,5.43,RU,1730645453
512,pucheng,27.9233,118.5333,19.11,80,81,1.45,CN,1730645454
513,tadine,-21.55,167.8833,21.47,71,100,4.37,NC,1730645455
514,merritt,50.1123,-120.7942,3.55,85,100,1.0,CA,1730645457
515,kutum,14.2,24.6667,28.87,18,26,2.09,SD,1730645458
516,hasaki,35.7333,140.8333,18.24,59,0,4.88,JP,1730645459
517,zhangye,38.9342,100.4517,7.22,35,0,3.19,CN,1730645460
518,moyale,3.5167,39.0584,23.49,63,42,2.96,KE,1730645461
519,kununurra,-15.7667,128.7333,27.99,69,15,2.06,AU,1730645462
520,joshimath,30.5667,79.5667,12.44,80,67,0.31,IN,1730645463
521,howrah,22.5892,88.3103,28.0,78,20,2.06,IN,1730645464
522,alta,69.9689,23.2717,0.66,81,100,7.2,NO,1730645465
523,selma,36.5708,-119.6121,10.68,94,0,2.57,US,1730645401
524,porto-vecchio,41.591,9.2795,22.81,68,20,1.54,FR,1730645467
525,kishtwar,33.3167,75.7667,13.15,42,0,1.85,IN,1730645469
526,alesund,62.4723,6.1549,9.07,93,75,1.54,NO,1730645220
527,chatra,24.2167,84.8667,19.79,64,0,1.29,IN,1730645471
528,katsuren-haebaru,26.3369,127.8719,25.01,79,0,0.0,JP,1730645473
529,kisumu,-0.1022,34.7617,26.13,56,97,0.44,KE,1730645474
530,neiafu,-18.65,-173.9833,25.38,94,20,3.09,TO,1730645475
531,mancio lima,-7.6142,-72.8958,25.04,94,100,2.57,BR,1730645476
532,damavand,35.7178,52.065,9.98,73,83,1.16,IR,1730645477
533,lerwick,60.1545,-1.1494,11.57,93,100,5.61,GB,1730645478
534,ban dung,17.699,103.2596,23.9,100,100,1.88,TH,1730645480
535,caluula,11.9661,50.7569,27.4,75,8,2.86,SO,1730645481
536,bizerte,37.2744,9.8739,25.0,69,20,8.23,TN,1730645482
537,nasir,15.5894,32.5634,33.02,13,0,6.31,SD,1730645483
538,oeiras do para,-2.0031,-49.8544,35.56,40,6,2.68,BR,1730645484
539,foumban,5.7291,10.9001,24.8,62,14,2.0,CM,1730645485
540,tuzha,57.6062,47.936,-2.92,83,97,5.37,RU,1730645486
541,playas,-2.6333,-80.3833,21.65,75,100,3.34,EC,1730645488
542,bubaque,11.2833,-15.8333,28.24,72,100,2.8,GW,1730645489
543,balimila,18.25,82.1333,22.26,84,21,1.51,IN,1730645491
544,victor rosales,22.95,-102.7,16.32,39,1,5.9,MX,1730645492
545,estelle,29.8458,-90.1067,26.67,72,40,4.63,US,1730645494
546,machico,32.7,-16.7667,24.45,73,40,9.26,PT,1730645496
547,fort st. john,56.2499,-120.8529,-3.06,86,40,3.09,CA,1730645497
548,bayanhongor,46.7167,100.1167,-12.12,78,100,0.71,MN,1730645498
549,umluj,25.0213,37.2685,26.48,54,0,6.83,SA,1730645499
550,ilebo,-4.3167,20.5833,25.47,88,85,0.21,CD,1730645500
551,luanda,-8.8368,13.2343,30.0,66,40,6.17,AO,1730645129
552,virginia beach,36.8529,-75.978,17.02,79,75,6.17,US,1730645345
553,tchibanga,-2.85,11.0333,25.3,91,100,1.56,GA,1730645503
